"League","Country","Season","Date","Home","HomeGoals","Away","AwayGoals"
"Premier League","ENG","2018","2017-10-21","Southampton","1","West Brom","0"
"Premier League","ENG","2018","2017-10-22","Everton","2","Arsenal","5"
"Premier League","ENG","2018","2017-10-22","Tottenham","4","Liverpool","1"
"Premier League","ENG","2019","2018-08-10","Manchester Utd","2","Leicester City","1"
"Premier League","ENG","2019","2018-08-11","Newcastle Utd","1","Tottenham","2"
"Premier League","ENG","2019","2018-08-11","Fulham","0","Crystal Palace","2"
"Premier League","ENG","2019","2018-08-11","Bournemouth","2","Cardiff City","0"
"Premier League","ENG","2019","2018-08-11","Watford","2","Brighton","0"
"Premier League","ENG","2019","2018-08-11","Huddersfield","0","Chelsea","3"
"Premier League","ENG","2019","2018-08-11","Wolves","2","Everton","2"
"Premier League","ENG","2019","2018-08-12","Southampton","0","Burnley","0"
"Premier League","ENG","2019","2018-08-12","Liverpool","4","West Ham","0"
"Premier League","ENG","2019","2018-08-12","Arsenal","0","Manchester City","2"
"Premier League","ENG","2019","2018-10-27","Brighton","1","Wolves","0"
"Premier League","ENG","2019","2018-10-27","Southampton","0","Newcastle Utd","0"
"Premier League","ENG","2019","2018-10-27","Fulham","0","Bournemouth","3"
"Premier League","ENG","2019","2018-10-27","Liverpool","4","Cardiff City","1"
"Premier League","ENG","2019","2018-10-27","Watford","3","Huddersfield","0"
"Premier League","ENG","2019","2018-10-27","Leicester City","1","West Ham","1"
"Premier League","ENG","2019","2018-10-28","Burnley","0","Chelsea","4"
"Premier League","ENG","2019","2018-10-28","Crystal Palace","2","Arsenal","2"
"Premier League","ENG","2019","2018-10-28","Manchester Utd","2","Everton","1"
"Premier League","ENG","2019","2018-10-29","Tottenham","0","Manchester City","1"
"Premier League","ENG","2019","2018-11-03","Bournemouth","1","Manchester Utd","2"
"Premier League","ENG","2019","2018-11-03","Cardiff City","0","Leicester City","1"
"Premier League","ENG","2019","2018-11-03","Everton","3","Brighton","1"
"Premier League","ENG","2019","2018-11-03","Newcastle Utd","1","Watford","0"
"Premier League","ENG","2019","2018-11-03","West Ham","4","Burnley","2"
"Premier League","ENG","2019","2018-11-03","Arsenal","1","Liverpool","1"
"Premier League","ENG","2019","2018-11-03","Wolves","2","Tottenham","3"
"Premier League","ENG","2019","2018-11-04","Manchester City","6","Southampton","1"
"Premier League","ENG","2019","2018-11-04","Chelsea","3","Crystal Palace","1"
"Premier League","ENG","2019","2018-11-05","Huddersfield","1","Fulham","0"
"Premier League","ENG","2019","2018-11-10","Cardiff City","2","Brighton","1"
"Premier League","ENG","2019","2018-11-10","Newcastle Utd","2","Bournemouth","1"
"Premier League","ENG","2019","2018-11-10","Huddersfield","1","West Ham","1"
"Premier League","ENG","2019","2018-11-10","Leicester City","0","Burnley","0"
"Premier League","ENG","2019","2018-11-10","Southampton","1","Watford","1"
"Premier League","ENG","2019","2018-11-10","Crystal Palace","0","Tottenham","1"
"Premier League","ENG","2019","2018-11-11","Liverpool","2","Fulham","0"
"Premier League","ENG","2019","2018-11-11","Chelsea","0","Everton","0"
"Premier League","ENG","2019","2018-11-11","Arsenal","1","Wolves","1"
"Premier League","ENG","2019","2018-11-11","Manchester City","3","Manchester Utd","1"
"Premier League","ENG","2019","2018-11-24","Manchester Utd","0","Crystal Palace","0"
"Premier League","ENG","2019","2018-11-24","Fulham","3","Southampton","2"
"Premier League","ENG","2019","2018-11-24","West Ham","0","Manchester City","4"
"Premier League","ENG","2019","2018-11-24","Brighton","1","Leicester City","1"
"Premier League","ENG","2019","2018-11-24","Everton","1","Cardiff City","0"
"Premier League","ENG","2019","2018-11-24","Watford","0","Liverpool","3"
"Premier League","ENG","2019","2018-11-24","Tottenham","3","Chelsea","1"
"Premier League","ENG","2019","2018-11-25","Bournemouth","1","Arsenal","2"
"Premier League","ENG","2019","2018-11-25","Wolves","0","Huddersfield","2"
"Premier League","ENG","2019","2018-11-26","Burnley","1","Newcastle Utd","2"
"Premier League","ENG","2019","2018-11-30","Cardiff City","2","Wolves","1"
"Premier League","ENG","2019","2018-12-01","Newcastle Utd","0","West Ham","3"
"Premier League","ENG","2019","2018-12-01","Crystal Palace","2","Burnley","0"
"Premier League","ENG","2019","2018-12-01","Huddersfield","1","Brighton","2"
"Premier League","ENG","2019","2018-12-01","Leicester City","2","Watford","0"
"Premier League","ENG","2019","2018-12-01","Manchester City","3","Bournemouth","1"
"Premier League","ENG","2019","2018-12-01","Southampton","2","Manchester Utd","2"
"Premier League","ENG","2019","2018-12-02","Chelsea","2","Fulham","0"
"Premier League","ENG","2019","2018-12-02","Arsenal","4","Tottenham","2"
"Premier League","ENG","2019","2018-12-02","Liverpool","1","Everton","0"
"Premier League","ENG","2019","2018-12-04","West Ham","3","Cardiff City","1"
"Premier League","ENG","2019","2018-12-04","Brighton","3","Crystal Palace","1"
"Premier League","ENG","2019","2018-12-04","Bournemouth","2","Huddersfield","1"
"Premier League","ENG","2019","2018-12-04","Watford","1","Manchester City","2"
"Premier League","ENG","2019","2018-12-05","Wolves","2","Chelsea","1"
"Premier League","ENG","2019","2018-12-05","Fulham","1","Leicester City","1"
"Premier League","ENG","2019","2018-12-05","Burnley","1","Liverpool","3"
"Premier League","ENG","2019","2018-12-05","Everton","1","Newcastle Utd","1"
"Premier League","ENG","2019","2018-12-05","Manchester Utd","2","Arsenal","2"
"Premier League","ENG","2019","2018-12-05","Tottenham","3","Southampton","1"
"Premier League","ENG","2019","2018-12-08","Bournemouth","0","Liverpool","4"
"Premier League","ENG","2019","2018-12-08","West Ham","3","Crystal Palace","2"
"Premier League","ENG","2019","2018-12-08","Manchester Utd","4","Fulham","1"
"Premier League","ENG","2019","2018-12-08","Burnley","1","Brighton","0"
"Premier League","ENG","2019","2018-12-08","Cardiff City","1","Southampton","0"
"Premier League","ENG","2019","2018-12-08","Arsenal","1","Huddersfield","0"
"Premier League","ENG","2019","2018-12-08","Chelsea","2","Manchester City","0"
"Premier League","ENG","2019","2018-12-08","Leicester City","0","Tottenham","2"
"Premier League","ENG","2019","2018-12-09","Newcastle Utd","1","Wolves","2"
"Premier League","ENG","2019","2018-12-10","Everton","2","Watford","2"
"Premier League","ENG","2019","2018-12-15","Manchester City","3","Everton","1"
"Premier League","ENG","2019","2018-12-15","Watford","3","Cardiff City","2"
"Premier League","ENG","2019","2018-12-15","Tottenham","1","Burnley","0"
"Premier League","ENG","2019","2018-12-15","Huddersfield","0","Newcastle Utd","1"
"Premier League","ENG","2019","2018-12-15","Crystal Palace","1","Leicester City","0"
"Premier League","ENG","2019","2018-12-15","Wolves","2","Bournemouth","0"
"Premier League","ENG","2019","2018-12-15","Fulham","0","West Ham","2"
"Premier League","ENG","2019","2018-12-16","Southampton","3","Arsenal","2"
"Premier League","ENG","2019","2018-12-16","Brighton","1","Chelsea","2"
"Premier League","ENG","2019","2018-12-16","Liverpool","3","Manchester Utd","1"
"Premier League","ENG","2019","2018-12-21","Wolves","0","Liverpool","2"
"Premier League","ENG","2019","2018-12-22","Arsenal","3","Burnley","1"
"Premier League","ENG","2019","2018-12-22","Bournemouth","2","Brighton","0"
"Premier League","ENG","2019","2018-12-22","Manchester City","2","Crystal Palace","3"
"Premier League","ENG","2019","2018-12-22","West Ham","0","Watford","2"
"Premier League","ENG","2019","2018-12-22","Huddersfield","1","Southampton","3"
"Premier League","ENG","2019","2018-12-22","Chelsea","0","Leicester City","1"
"Premier League","ENG","2019","2018-12-22","Newcastle Utd","0","Fulham","0"
"Premier League","ENG","2019","2018-12-22","Cardiff City","1","Manchester Utd","5"
"Premier League","ENG","2019","2018-12-23","Everton","2","Tottenham","6"
"Premier League","ENG","2019","2018-12-26","Fulham","1","Wolves","1"
"Premier League","ENG","2019","2018-12-26","Burnley","1","Everton","5"
"Premier League","ENG","2019","2018-12-26","Manchester Utd","3","Huddersfield","1"
"Premier League","ENG","2019","2018-12-26","Liverpool","4","Newcastle Utd","0"
"Premier League","ENG","2019","2018-12-26","Leicester City","2","Manchester City","1"
"Premier League","ENG","2019","2018-12-26","Tottenham","5","Bournemouth","0"
"Premier League","ENG","2019","2018-12-26","Crystal Palace","0","Cardiff City","0"
"Premier League","ENG","2019","2018-12-26","Brighton","1","Arsenal","1"
"Premier League","ENG","2019","2018-12-26","Watford","1","Chelsea","2"
"Premier League","ENG","2019","2018-12-27","Southampton","1","West Ham","2"
"Premier League","ENG","2019","2018-08-18","Cardiff City","0","Newcastle Utd","0"
"Premier League","ENG","2019","2018-08-18","West Ham","1","Bournemouth","2"
"Premier League","ENG","2019","2018-08-18","Everton","2","Southampton","1"
"Premier League","ENG","2019","2018-08-18","Leicester City","2","Wolves","0"
"Premier League","ENG","2019","2018-08-18","Tottenham","3","Fulham","1"
"Premier League","ENG","2019","2018-08-18","Chelsea","3","Arsenal","2"
"Premier League","ENG","2019","2018-08-19","Burnley","1","Watford","3"
"Premier League","ENG","2019","2018-08-19","Manchester City","6","Huddersfield","1"
"Premier League","ENG","2019","2018-08-19","Brighton","3","Manchester Utd","2"
"Premier League","ENG","2019","2018-08-20","Crystal Palace","0","Liverpool","2"
"Premier League","ENG","2019","2018-12-29","Watford","1","Newcastle Utd","1"
"Premier League","ENG","2019","2018-12-29","Fulham","1","Huddersfield","0"
"Premier League","ENG","2019","2018-12-29","Brighton","1","Everton","0"
"Premier League","ENG","2019","2018-12-29","Leicester City","0","Cardiff City","1"
"Premier League","ENG","2019","2018-12-29","Tottenham","1","Wolves","3"
"Premier League","ENG","2019","2018-12-29","Liverpool","5","Arsenal","1"
"Premier League","ENG","2019","2018-12-30","Crystal Palace","0","Chelsea","1"
"Premier League","ENG","2019","2018-12-30","Southampton","1","Manchester City","3"
"Premier League","ENG","2019","2018-12-30","Burnley","2","West Ham","0"
"Premier League","ENG","2019","2018-12-30","Manchester Utd","4","Bournemouth","1"
"Premier League","ENG","2019","2019-01-01","Everton","0","Leicester City","1"
"Premier League","ENG","2019","2019-01-01","Arsenal","4","Fulham","1"
"Premier League","ENG","2019","2019-01-01","Cardiff City","0","Tottenham","3"
"Premier League","ENG","2019","2019-01-02","Wolves","0","Crystal Palace","2"
"Premier League","ENG","2019","2019-01-02","West Ham","2","Brighton","2"
"Premier League","ENG","2019","2019-01-02","Bournemouth","3","Watford","3"
"Premier League","ENG","2019","2019-01-02","Chelsea","0","Southampton","0"
"Premier League","ENG","2019","2019-01-02","Huddersfield","1","Burnley","2"
"Premier League","ENG","2019","2019-01-02","Newcastle Utd","0","Manchester Utd","2"
"Premier League","ENG","2019","2019-01-03","Manchester City","2","Liverpool","1"
"Premier League","ENG","2019","2019-01-12","West Ham","1","Arsenal","0"
"Premier League","ENG","2019","2019-01-12","Burnley","2","Fulham","1"
"Premier League","ENG","2019","2019-01-12","Brighton","0","Liverpool","1"
"Premier League","ENG","2019","2019-01-12","Crystal Palace","1","Watford","2"
"Premier League","ENG","2019","2019-01-12","Cardiff City","0","Huddersfield","0"
"Premier League","ENG","2019","2019-01-12","Leicester City","1","Southampton","2"
"Premier League","ENG","2019","2019-01-12","Chelsea","2","Newcastle Utd","1"
"Premier League","ENG","2019","2019-01-13","Everton","2","Bournemouth","0"
"Premier League","ENG","2019","2019-01-13","Tottenham","0","Manchester Utd","1"
"Premier League","ENG","2019","2019-01-14","Manchester City","3","Wolves","0"
"Premier League","ENG","2019","2019-01-19","Wolves","4","Leicester City","3"
"Premier League","ENG","2019","2019-01-19","Bournemouth","2","West Ham","0"
"Premier League","ENG","2019","2019-01-19","Newcastle Utd","3","Cardiff City","0"
"Premier League","ENG","2019","2019-01-19","Manchester Utd","2","Brighton","1"
"Premier League","ENG","2019","2019-01-19","Southampton","2","Everton","1"
"Premier League","ENG","2019","2019-01-19","Liverpool","4","Crystal Palace","3"
"Premier League","ENG","2019","2019-01-19","Watford","0","Burnley","0"
"Premier League","ENG","2019","2019-01-19","Arsenal","2","Chelsea","0"
"Premier League","ENG","2019","2019-01-20","Huddersfield","0","Manchester City","3"
"Premier League","ENG","2019","2019-01-20","Fulham","1","Tottenham","2"
"Premier League","ENG","2019","2019-01-29","Fulham","4","Brighton","2"
"Premier League","ENG","2019","2019-01-29","Huddersfield","0","Everton","1"
"Premier League","ENG","2019","2019-01-29","Wolves","3","West Ham","0"
"Premier League","ENG","2019","2019-01-29","Arsenal","2","Cardiff City","1"
"Premier League","ENG","2019","2019-01-29","Newcastle Utd","2","Manchester City","1"
"Premier League","ENG","2019","2019-01-29","Manchester Utd","2","Burnley","2"
"Premier League","ENG","2019","2019-01-30","Bournemouth","4","Chelsea","0"
"Premier League","ENG","2019","2019-01-30","Southampton","1","Crystal Palace","1"
"Premier League","ENG","2019","2019-01-30","Tottenham","2","Watford","1"
"Premier League","ENG","2019","2019-01-30","Liverpool","1","Leicester City","1"
"Premier League","ENG","2019","2019-02-02","Tottenham","1","Newcastle Utd","0"
"Premier League","ENG","2019","2019-02-02","Brighton","0","Watford","0"
"Premier League","ENG","2019","2019-02-02","Chelsea","5","Huddersfield","0"
"Premier League","ENG","2019","2019-02-02","Everton","1","Wolves","3"
"Premier League","ENG","2019","2019-02-02","Burnley","1","Southampton","1"
"Premier League","ENG","2019","2019-02-02","Crystal Palace","2","Fulham","0"
"Premier League","ENG","2019","2019-02-02","Cardiff City","2","Bournemouth","0"
"Premier League","ENG","2019","2019-02-03","Leicester City","0","Manchester Utd","1"
"Premier League","ENG","2019","2019-02-03","Manchester City","3","Arsenal","1"
"Premier League","ENG","2019","2019-02-04","West Ham","1","Liverpool","1"
"Premier League","ENG","2019","2019-02-09","Fulham","0","Manchester Utd","3"
"Premier League","ENG","2019","2019-02-09","Crystal Palace","1","West Ham","1"
"Premier League","ENG","2019","2019-02-09","Liverpool","3","Bournemouth","0"
"Premier League","ENG","2019","2019-02-09","Southampton","1","Cardiff City","2"
"Premier League","ENG","2019","2019-02-09","Watford","1","Everton","0"
"Premier League","ENG","2019","2019-02-09","Huddersfield","1","Arsenal","2"
"Premier League","ENG","2019","2019-02-09","Brighton","1","Burnley","3"
"Premier League","ENG","2019","2019-02-10","Tottenham","3","Leicester City","1"
"Premier League","ENG","2019","2019-02-10","Manchester City","6","Chelsea","0"
"Premier League","ENG","2019","2019-02-11","Wolves","1","Newcastle Utd","1"
"Premier League","ENG","2019","2019-02-06","Everton","0","Manchester City","2"
"Premier League","ENG","2019","2019-02-22","West Ham","3","Fulham","1"
"Premier League","ENG","2019","2019-02-22","Cardiff City","1","Watford","5"
"Premier League","ENG","2019","2019-02-23","Burnley","2","Tottenham","1"
"Premier League","ENG","2019","2019-02-23","Bournemouth","1","Wolves","1"
"Premier League","ENG","2019","2019-02-23","Newcastle Utd","2","Huddersfield","0"
"Premier League","ENG","2019","2019-02-23","Leicester City","1","Crystal Palace","4"
"Premier League","ENG","2019","2019-02-24","Arsenal","2","Southampton","0"
"Premier League","ENG","2019","2019-02-24","Manchester Utd","0","Liverpool","0"
"Premier League","ENG","2019","2019-04-03","Chelsea","3","Brighton","0"
"Premier League","ENG","2019","2019-02-26","Cardiff City","0","Everton","3"
"Premier League","ENG","2019","2019-02-26","Huddersfield","1","Wolves","0"
"Premier League","ENG","2019","2019-02-26","Leicester City","2","Brighton","1"
