date,league,team,result,days_in_post
2020-07-07,Premier League,Arsenal,draw,198
2020-07-08,Premier League,Manchester City,win,1468
2020-07-08,Premier League,West Ham,loss,192
2020-07-08,Premier League,Brighton,loss,415
2020-07-09,Premier League,Everton,draw,200
2020-07-11,Premier League,Liverpool,draw,1738
2020-07-11,Premier League,Brighton,loss,418
2020-07-12,Premier League,Wolves,win,1107
2020-07-12,Premier League,Tottenham,win,235
2020-07-13,Premier League,Manchester Utd,draw,473
2020-07-14,Premier League,Chelsea,win,376
2020-07-15,Premier League,Newcastle Utd,loss,364
2020-07-15,Premier League,Manchester City,win,1475
2020-07-15,Premier League,Arsenal,win,206
2020-07-16,Premier League,Everton,draw,207
2020-07-16,Premier League,Crystal Palace,loss,1038
2020-07-17,Premier League,West Ham,win,201
2020-07-19,Premier League,Tottenham,win,242
2020-07-20,Premier League,Brighton,draw,427
2020-07-20,Premier League,Wolves,win,1115
2020-07-22,Premier League,Manchester Utd,draw,482
2020-07-22,Premier League,Liverpool,win,1749
2020-07-26,Premier League,Everton,loss,217
2020-07-26,Premier League,Arsenal,win,217
2020-07-26,Premier League,Crystal Palace,draw,1048
2020-07-26,Premier League,Manchester City,win,1486
2020-07-26,Premier League,Chelsea,win,388
2020-07-26,Premier League,West Ham,draw,210
2020-07-26,Premier League,Newcastle Utd,loss,375
2019-08-31,Premier League,West Ham,win,426
2019-08-31,Premier League,Crystal Palace,win,718
2019-08-31,Premier League,Chelsea,draw,58
2019-08-31,Premier League,Newcastle Utd,draw,45
2019-08-31,Premier League,Manchester City,win,1156
2019-09-01,Premier League,Everton,win,458
2019-09-01,Premier League,Arsenal,draw,427
2019-09-14,Premier League,Liverpool,win,1437
2019-09-14,Premier League,Wolves,loss,805
2019-09-14,Premier League,Brighton,draw,117
2019-09-14,Premier League,Tottenham,win,1901
2019-09-14,Premier League,Manchester Utd,win,170
2019-09-21,Premier League,Manchester City,win,1177
2019-09-21,Premier League,Everton,loss,478
2019-09-21,Premier League,Newcastle Utd,draw,66
2019-09-22,Premier League,Crystal Palace,draw,740
2019-09-22,Premier League,West Ham,win,448
2019-09-22,Premier League,Chelsea,loss,80
2019-09-22,Premier League,Arsenal,win,448
2019-09-28,Premier League,Chelsea,win,86
2019-09-28,Premier League,Tottenham,win,1915
2019-09-28,Premier League,Crystal Palace,win,746
2019-09-28,Premier League,Wolves,win,819
2019-09-28,Premier League,Everton,loss,485
2019-09-30,Premier League,Manchester Utd,draw,186
2019-10-05,Premier League,Brighton,win,138
2019-10-05,Premier League,Liverpool,win,1458
2019-10-05,Premier League,West Ham,loss,461
2019-10-06,Premier League,Manchester City,loss,1192
2019-10-06,Premier League,Arsenal,win,462
2019-10-06,Premier League,Newcastle Utd,win,81
2019-10-19,Premier League,Everton,win,506
2019-10-19,Premier League,Tottenham,draw,1936
2019-10-19,Premier League,Wolves,draw,840
2019-10-19,Premier League,Chelsea,win,107
2019-10-19,Premier League,Crystal Palace,loss,767
2019-10-20,Premier League,Manchester Utd,draw,206
2020-09-12,Premier League,Fulham,loss,562
2020-09-12,Premier League,Crystal Palace,win,1096
2020-09-12,Premier League,Liverpool,win,1801
2020-09-12,Premier League,West Ham,loss,258
2020-09-13,Premier League,Tottenham,loss,298
2020-09-14,Premier League,Brighton,loss,483
2021-01-20,Premier League,Manchester City,win,1664
2020-11-27,Premier League,Crystal Palace,loss,1172
2020-11-28,Premier League,Brighton,draw,558
2020-11-28,Premier League,Manchester City,win,1611
2020-11-28,Premier League,Everton,loss,342
2020-11-29,Premier League,Chelsea,draw,514
2020-11-29,Premier League,Arsenal,loss,343
2020-11-30,Premier League,West Ham,win,337
2020-12-05,Premier League,Manchester City,win,1618
2020-12-05,Premier League,West Ham,loss,342
2020-12-05,Premier League,Chelsea,win,520
2020-12-06,Premier League,Tottenham,win,382
2020-12-06,Premier League,Liverpool,win,1886
2020-12-07,Premier League,Brighton,loss,567
2020-12-12,Premier League,Wolves,loss,1260
2020-12-12,Premier League,Newcastle Utd,win,514
2020-12-12,Premier League,Manchester Utd,draw,625
2020-12-12,Premier League,Everton,win,356
2020-12-13,Premier League,Crystal Palace,draw,1188
2020-12-13,Premier League,Fulham,draw,654
2020-12-13,Premier League,Arsenal,loss,357
2020-12-15,Premier League,Wolves,win,1263
2020-12-15,Premier League,Manchester City,draw,1628
2020-12-16,Premier League,Arsenal,draw,360
2020-12-16,Premier League,Liverpool,win,1896
2020-12-16,Premier League,West Ham,draw,353
2020-12-16,Premier League,Fulham,draw,657
2020-12-19,Premier League,Crystal Palace,loss,1194
2020-12-19,Premier League,Everton,win,363
2020-12-19,Premier League,Newcastle Utd,draw,521
2020-12-20,Premier League,Brighton,draw,580
2020-12-20,Premier League,Tottenham,loss,396
2020-12-20,Premier League,Manchester Utd,win,633
2020-12-21,Premier League,Chelsea,win,536
2020-12-26,Premier League,Fulham,draw,667
2020-12-26,Premier League,Arsenal,win,370
2020-12-26,Premier League,Manchester City,win,1639
2020-12-27,Premier League,West Ham,draw,364
2020-12-27,Premier League,Liverpool,draw,1907
2020-12-27,Premier League,Wolves,draw,1275
2020-12-28,Premier League,Crystal Palace,draw,1203
2020-12-28,Premier League,Chelsea,draw,543
2020-12-29,Premier League,Brighton,loss,589
2020-12-29,Premier League,Manchester Utd,win,642
2020-12-30,Premier League,Newcastle Utd,draw,532
2021-01-13,Premier League,Tottenham,draw,420
2021-02-17,Premier League,Everton,loss,423
2021-01-01,Premier League,Everton,loss,376
2021-01-01,Premier League,Manchester Utd,win,645
2021-01-02,Premier League,Tottenham,win,409
2021-01-02,Premier League,Crystal Palace,win,1208
2021-01-02,Premier League,Brighton,draw,593
2021-01-03,Premier League,Newcastle Utd,loss,536
2021-01-03,Premier League,Chelsea,loss,549
2021-01-12,Premier League,Wolves,loss,1291
2021-01-13,Premier League,Manchester City,win,1657
2021-01-14,Premier League,Arsenal,draw,389
2021-01-19,Premier League,West Ham,win,387
2021-01-20,Premier League,Fulham,loss,692
2021-01-21,Premier League,Liverpool,loss,1932
2021-01-16,Premier League,Wolves,loss,1295
2021-01-16,Premier League,West Ham,win,384
2021-01-16,Premier League,Fulham,loss,688
2021-01-17,Premier League,Liverpool,draw,1928
2021-01-17,Premier League,Manchester City,win,1661
2021-01-18,Premier League,Arsenal,win,393
2020-09-19,Premier League,Everton,win,272
2020-09-19,Premier League,Manchester Utd,loss,541
2020-09-19,Premier League,Arsenal,win,272
2020-09-20,Premier League,Newcastle Utd,loss,431
2020-09-20,Premier League,Chelsea,loss,444
2020-09-21,Premier League,Wolves,loss,1178
2021-01-26,Premier League,Newcastle Utd,loss,559
2021-01-26,Premier League,Crystal Palace,loss,1232
2021-01-27,Premier League,Chelsea,draw,1
2021-01-27,Premier League,Brighton,draw,618
2021-01-27,Premier League,Everton,draw,402
2021-01-27,Premier League,Manchester Utd,loss,671
2021-01-28,Premier League,Tottenham,loss,435
2021-01-30,Premier League,Everton,loss,405
2021-01-30,Premier League,Crystal Palace,win,1236
2021-01-30,Premier League,Manchester City,win,1674
2021-01-30,Premier League,Arsenal,draw,405
2021-01-31,Premier League,Chelsea,win,5
2021-01-31,Premier League,West Ham,loss,399
2021-01-31,Premier League,Brighton,win,622
2021-02-02,Premier League,Wolves,win,1312
2021-02-02,Premier League,Manchester Utd,win,677
2021-02-02,Premier League,Newcastle Utd,loss,566
2021-02-03,Premier League,Fulham,loss,706
2021-02-03,Premier League,Liverpool,loss,1945
2021-02-04,Premier League,Tottenham,loss,442
2021-02-06,Premier League,Newcastle Utd,win,570
2021-02-06,Premier League,Fulham,draw,709
2021-02-06,Premier League,Manchester Utd,draw,681
2021-02-07,Premier League,Tottenham,win,445
2021-02-07,Premier League,Wolves,draw,1317
2021-02-07,Premier League,Liverpool,loss,1949
2021-02-13,Premier League,Crystal Palace,loss,1250
2021-02-13,Premier League,Manchester City,win,1688
2021-02-13,Premier League,Brighton,draw,635
2021-02-14,Premier League,Arsenal,win,420
2021-02-14,Premier League,Everton,loss,420
2021-02-15,Premier League,West Ham,win,414
2021-02-15,Premier League,Chelsea,win,20
2021-02-19,Premier League,Wolves,win,1329
2021-02-20,Premier League,Liverpool,loss,1962
2021-02-20,Premier League,Fulham,win,723
2021-02-21,Premier League,West Ham,win,420
2021-02-21,Premier League,Arsenal,loss,427
2021-02-21,Premier League,Manchester Utd,win,696
2021-02-22,Premier League,Brighton,loss,644
2021-02-27,Premier League,Manchester City,win,1702
2021-02-27,Premier League,Newcastle Utd,draw,591
2021-02-28,Premier League,Crystal Palace,draw,1265
2021-02-28,Premier League,Tottenham,win,466
2021-02-28,Premier League,Chelsea,draw,33
2021-03-01,Premier League,Everton,win,435
2021-03-06,Premier League,Brighton,loss,656
2021-03-07,Premier League,Liverpool,loss,1977
2021-03-07,Premier League,Manchester City,loss,1710
2021-03-07,Premier League,Tottenham,win,473
2021-03-08,Premier League,Chelsea,win,41
2021-03-08,Premier League,West Ham,win,435
2021-03-12,Premier League,Newcastle Utd,draw,604
2021-03-13,Premier League,Crystal Palace,win,1278
2021-03-13,Premier League,Everton,loss,447
2021-03-13,Premier League,Fulham,loss,744
2021-03-14,Premier League,Arsenal,win,448
2021-03-14,Premier League,Manchester Utd,win,717
2021-03-15,Premier League,Wolves,loss,1353
2021-03-02,Premier League,Manchester City,win,1705
2021-03-03,Premier League,Crystal Palace,draw,1268
2021-03-04,Premier League,Liverpool,loss,1974
2021-03-19,Premier League,Fulham,loss,750
2021-03-20,Premier League,Brighton,win,670
2021-03-21,Premier League,West Ham,draw,448
2020-09-26,Premier League,Brighton,loss,495
2020-09-26,Premier League,Crystal Palace,loss,1110
2020-09-27,Premier League,Tottenham,draw,312
2020-09-27,Premier League,Manchester City,loss,1549
2020-09-27,Premier League,West Ham,win,273
2020-09-28,Premier League,Fulham,loss,578
2020-09-28,Premier League,Liverpool,win,1817
2021-04-03,Premier League,Chelsea,loss,67
2021-04-03,Premier League,Arsenal,loss,468
2021-04-04,Premier League,Newcastle Utd,draw,627
2021-04-04,Premier League,Manchester Utd,win,738
2021-04-05,Premier League,Everton,draw,470
2021-04-05,Premier League,Wolves,loss,1374
2021-04-09,Premier League,Fulham,loss,771
2021-04-10,Premier League,Manchester City,loss,1744
2021-04-10,Premier League,Crystal Palace,loss,1306
2021-04-11,Premier League,West Ham,win,469
2021-04-11,Premier League,Tottenham,loss,508
2021-04-12,Premier League,Brighton,draw,693
2021-04-16,Premier League,Everton,draw,481
2021-04-17,Premier League,Newcastle Utd,win,640
2021-04-17,Premier League,Wolves,win,1386
2021-04-18,Premier League,Arsenal,draw,483
2021-04-18,Premier League,Manchester Utd,win,752
2021-04-20,Premier League,Chelsea,draw,84
2021-03-04,Premier League,Fulham,loss,735
2021-03-10,Premier League,Manchester City,win,1713
2021-04-23,Premier League,Arsenal,loss,488
2021-04-24,Premier League,West Ham,loss,482
2021-04-25,Premier League,Wolves,loss,1394
2021-05-01,Premier League,Crystal Palace,loss,1327
2021-05-01,Premier League,Brighton,win,712
2021-05-01,Premier League,Chelsea,win,95
2021-05-01,Premier League,Everton,loss,496
2021-05-02,Premier League,Newcastle Utd,loss,655
2021-05-13,Premier League,Manchester Utd,loss,777
2021-05-08,Premier League,Manchester City,loss,1772
2021-05-09,Premier League,Wolves,win,1408
2021-05-09,Premier League,West Ham,loss,497
2021-05-09,Premier League,Arsenal,win,504
2021-05-10,Premier League,Fulham,loss,802
2021-05-11,Premier League,Manchester Utd,loss,775
2021-05-12,Premier League,Chelsea,loss,106
2021-05-14,Premier League,Newcastle Utd,loss,667
2021-05-15,Premier League,Brighton,draw,726
2021-05-16,Premier League,Crystal Palace,win,1342
2021-05-16,Premier League,Everton,loss,511
2021-05-18,Premier League,Manchester Utd,draw,782
2021-05-18,Premier League,Brighton,win,729
2021-05-18,Premier League,Chelsea,win,112
2021-05-19,Premier League,Newcastle Utd,win,672
2021-05-19,Premier League,Everton,win,514
2021-05-19,Premier League,Crystal Palace,loss,1345
2021-05-23,Premier League,Manchester City,win,1787
2021-05-23,Premier League,Wolves,loss,1422
2021-05-23,Premier League,West Ham,win,511
2021-05-23,Premier League,Arsenal,win,518
2021-05-23,Premier League,Fulham,loss,815
2020-10-03,Premier League,Chelsea,win,457
2020-10-03,Premier League,Everton,win,286
2020-10-03,Premier League,Newcastle Utd,win,444
2020-10-04,Premier League,Arsenal,win,287
2020-10-04,Premier League,Wolves,win,1191
2020-10-04,Premier League,Manchester Utd,loss,556
2020-10-17,Premier League,Everton,draw,300
2020-10-17,Premier League,Chelsea,draw,471
2020-10-17,Premier League,Manchester City,win,1569
2020-10-17,Premier League,Newcastle Utd,loss,458
2020-10-18,Premier League,Crystal Palace,draw,1132
2020-10-18,Premier League,Tottenham,draw,333
2020-10-24,Premier League,West Ham,draw,300
2020-10-24,Premier League,Fulham,loss,604
2020-10-24,Premier League,Manchester Utd,draw,576
2020-10-24,Premier League,Liverpool,win,1843
2020-10-25,Premier League,Wolves,draw,1212
2020-10-25,Premier League,Arsenal,loss,308
2020-10-26,Premier League,Brighton,draw,525
2020-10-30,Premier League,Wolves,win,1217
2020-10-31,Premier League,Liverpool,win,1850
2020-11-01,Premier League,Newcastle Utd,win,473
2020-11-01,Premier League,Manchester Utd,loss,584
2020-11-01,Premier League,Tottenham,win,347
2020-11-02,Premier League,Fulham,win,613
2020-11-06,Premier League,Brighton,draw,536
2020-11-07,Premier League,Everton,loss,321
2020-11-07,Premier League,Crystal Palace,win,1152
2020-11-07,Premier League,Chelsea,win,492
2020-11-07,Premier League,West Ham,win,314
2020-11-08,Premier League,Manchester City,draw,1591
2020-11-08,Premier League,Arsenal,loss,322
2020-11-21,Premier League,Newcastle Utd,loss,493
2020-11-21,Premier League,Tottenham,win,367
2020-11-21,Premier League,Manchester Utd,win,604
2020-11-22,Premier League,Fulham,loss,633
2020-11-22,Premier League,Liverpool,win,1872
2020-11-23,Premier League,Wolves,draw,1241
2021-08-14,Premier League,Manchester Utd,win,870
2021-08-14,Premier League,Chelsea,win,200
2021-08-14,Premier League,Everton,win,44
2021-08-15,Premier League,Newcastle Utd,loss,760
2021-08-15,Premier League,Tottenham,win,45
2021-10-30,Premier League,Manchester City,loss,1947
2021-10-30,Premier League,Tottenham,loss,121
2021-11-01,Premier League,Wolves,win,123
2021-11-06,Premier League,Manchester Utd,loss,954
2021-11-06,Premier League,Chelsea,draw,284
2021-11-06,Premier League,Crystal Palace,win,125
2021-11-06,Premier League,Brighton,draw,901
2021-11-07,Premier League,Everton,draw,129
2021-11-07,Premier League,Arsenal,win,686
2021-11-07,Premier League,West Ham,win,679
2021-11-20,Premier League,Wolves,win,142
2021-11-20,Premier League,Newcastle Utd,draw,12
2021-11-21,Premier League,Manchester City,win,1969
2021-11-21,Premier League,Tottenham,win,19
2021-11-27,Premier League,Arsenal,win,706
2021-11-27,Premier League,Crystal Palace,loss,146
2021-11-27,Premier League,Brighton,draw,922
2021-11-28,Premier League,Manchester City,win,1976
2021-11-28,Premier League,Chelsea,draw,306
2021-11-30,Premier League,Newcastle Utd,draw,22
2021-12-01,Premier League,West Ham,draw,703
2021-12-01,Premier League,Wolves,draw,153
2021-12-01,Premier League,Everton,loss,153
2021-12-02,Premier League,Tottenham,win,30
2021-12-04,Premier League,West Ham,win,706
2021-12-04,Premier League,Newcastle Utd,win,26
2021-12-04,Premier League,Wolves,loss,156
2021-12-05,Premier League,Tottenham,win,33
2021-12-06,Premier League,Everton,win,158
2021-12-11,Premier League,Manchester City,win,1989
2021-12-11,Premier League,Arsenal,win,720
2021-12-11,Premier League,Chelsea,win,319
2021-12-12,Premier League,Crystal Palace,win,161
2022-03-16,Premier League,Brighton,loss,1031
2021-12-14,Premier League,Manchester City,win,1992
2021-12-15,Premier League,Brighton,loss,940
2021-12-15,Premier League,Crystal Palace,draw,164
2021-12-15,Premier League,Arsenal,win,724
2021-12-16,Premier League,Chelsea,draw,324
2021-12-19,Premier League,Wolves,draw,171
2021-12-19,Premier League,Newcastle Utd,loss,41
2021-12-19,Premier League,Tottenham,draw,47
2022-01-12,Premier League,West Ham,win,745
2022-04-20,Premier League,Everton,draw,79
2021-12-26,Premier League,West Ham,loss,728
2021-12-26,Premier League,Tottenham,win,54
2021-12-26,Premier League,Brighton,win,951
2021-12-27,Premier League,Newcastle Utd,draw,49
2022-03-10,Premier League,Wolves,win,252
2021-08-21,Premier League,Manchester City,win,1877
2021-08-21,Premier League,Crystal Palace,draw,48
2021-08-21,Premier League,Brighton,win,824
2021-08-22,Premier League,Wolves,loss,52
2021-08-22,Premier League,Arsenal,loss,609
2021-08-23,Premier League,West Ham,win,603
2021-12-28,Premier League,Crystal Palace,win,177
2021-12-29,Premier League,Chelsea,draw,337
2022-02-24,Premier League,Arsenal,win,795
2022-03-17,Premier League,Everton,win,45
2022-01-01,Premier League,Arsenal,loss,741
2022-01-01,Premier League,Crystal Palace,loss,181
2022-01-02,Premier League,Everton,loss,185
2022-01-02,Premier League,Chelsea,draw,341
2022-01-14,Premier League,Brighton,draw,970
2022-01-15,Premier League,Newcastle Utd,draw,68
2022-01-15,Premier League,Wolves,win,198
2022-01-16,Premier League,West Ham,loss,749
2022-05-12,Premier League,Tottenham,win,191
2022-01-23,Premier League,Crystal Palace,loss,203
2022-01-23,Premier League,Arsenal,draw,763
2022-01-23,Premier League,Chelsea,win,362
2022-01-18,Premier League,Brighton,draw,974
2022-02-08,Premier League,West Ham,win,772
2022-02-08,Premier League,Newcastle Utd,win,92
2022-02-09,Premier League,Tottenham,loss,99
